,Message,Category
1966,i deleted the app and re-downloaded it again to find still just a white screen,Reliability Class
1967,"when using ibooks, the app freezes up consistently( you can rely on it freezing up on you)",Reliability Class
1968,"when attempting to highlight point and/or create noted, again, ibooks is reliable in that it freezes",Reliability Class
1969,try to download the book and it won't download it also keeps blacking out when i try to read the reviews of the books,Reliability Class
1970,"also for some reason half of my books wont load on the home page, ive restarted my phone etcbut doesnt help",Reliability Class
1971,the books app store also freezes like crazy,Reliability Class
1972,"i cant download books, or it takes a century to go the books page to read the synopsis etc",Reliability Class
1973,still having problems syncing across devices,Reliability Class
1974,installed books using ipad; only to find them deleted days later when trying to sync with itunes,Reliability Class
1975,"i don't like to keep my ebooks as i download frequently and need to always delete them when i finish reading them, but i can't delete them since the button for 'edit' always seems to be loading",Reliability Class
1976,and it just keeps showing up as loading no matter whether i've restarted my ipod or quit the app,Reliability Class
1977,"i'm not too crazy about this version, because even though i can delete books i don't want anymore or just don't want stored on the program, it seems as thought you can't permanently delete them from ibooks anymore",Reliability Class
1978,they fixed the app crashing issue when i try to buy books,Reliability Class
1979,"additionally, whenever i start the app, it goes into a holding mode and i can't delete or move books for a good 5 minutes",Reliability Class
1980,the words are bigger and every time i try to make them smaller it shuts down,Reliability Class
1981,then when i try to get back on the words don't show up,Reliability Class
1982,lost all my books and apple support says o well,Reliability Class
1983,i bought a book on august 12 and it hasn't downloaded yet,Reliability Class
1984,"after using ibooks for a bit, i lost all my books, saved pdfs and can't see any of my books",Reliability Class
1985,"about 8 out of 10 times i try to use the app and search for books or just read a synopsis, it crashes and closes",Reliability Class
1986,i have told the app from to store to download samples and they have not shown up in my library,Reliability Class
1987,i have purchased some books that have not shown up in the library,Reliability Class
1988,app crashes every time i try to buy a book,Reliability Class
1989,"i then decided i wanted to read the book again, but when i go to redownload it the book just stays perpetually grayed out",Reliability Class
1990,"it shows no progress in downloading but i can't read my book either, and i can't delete this to stop the issue",Reliability Class
1991,problem was when it synced the collection to my iphone: three of the four didn't show up,Reliability Class
1992,"looked at the purchased books, and the three lost don't show there either",Reliability Class
1993,"so, even though you've paid for them, you can't have them",Reliability Class
1994,and it seems they delete them for you,Reliability Class
1995,"i purchased a book that was pretty big in size (almost 1 gb) and even though i had more than the recommended space available, it would never download",Reliability Class
1996,"i was told to try again, so i did with no success",Reliability Class
1997,this ap won't open books that i purchased,Reliability Class
1998,"after 7 emails to support and uninstalling, upgrading, syncing and getting very upset, i still can't read my books",Reliability Class
1999,my entire library is gone,Reliability Class
2000,last week my ibook saved pdfs were visible then disappeared from my eyes,Reliability Class
2001,"i tried to restore and after 2 unsuccessful restores, i had to use a six month old backup, consequently losing all my contacts",Reliability Class
2002,i bought a book and it wouldn't let me read it,Reliability Class
2003,"when i read across devices and bookmark my pages, syncing doesn't occur like it used to",Reliability Class
2004,the app closes itself about 5 seconds after opening every single time,Reliability Class
2005,i especially don't enjoy getting halfway through a book only to discover i have to restart my device because the pages have gone blank,Reliability Class
2006,i had some audio books that have just plain gone missing and they want me to buy them again,Reliability Class
2007,"whenever i use ibooks on my ipad 2, while reading the screen dims, lights back up again (without me touching it), then dims again and then sleeps",Reliability Class
2008,"i have auto lock set at 2 minutes, but with this problem it takes 4",Reliability Class
2009,"the problem only occurs in this app, not on the homepage or other apps",Reliability Class
2010,the app still crashes a lot and sometimes it takes a longtime for a book to download and/or open,Reliability Class
2011,it doesn't show the books i already purchased,Reliability Class
2012,so i often end of repurchasing the book,Reliability Class
2013,it's also so slow and always crashing,Reliability Class
2014,"so i checked my account, and it said i had $9 left, even though it said i had $22 before",Reliability Class
2015,i went back i the app and it wasn't even in my library,Reliability Class
2016,"it involves patiently waiting for items to be fully highlighted, 15 second intervals between page flips, annotations just sporadically running away from exstence, and even a few app crashes",Reliability Class
2017,"for the second time in a year, after plugging my iphone in to backup using itunes, over half the pdf files i had on my phone are just gone",Reliability Class
2018,"not losing any files for any other app, so i can't see how this is itunes doing it",Reliability Class
2019,when i try to switch devices i'm lost,Reliability Class
2020,actually it's kinda embarrasing about how an 'i' product cannot connect with airdrop,Reliability Class
2021,"i can connect airdrop with my documents (yes, it's an app), but ibooks can't",Reliability Class
2022,the app is buggy,Reliability Class
2023,my notes and highlights got out of sync with their respective places in the book,Reliability Class
2024,when i clicked on the notes/highlights i was redirected to an incorrect page,Reliability Class
2025,i've been using the kindle app ever since i ran into the bug,Reliability Class
2026,"well, every page of every one of my books has just gone black",Reliability Class
2027,my pages still take forever to load while reading a book and don't get me started on downloading new books,Reliability Class
2028,the app itself was always glitchy,Reliability Class
2029,i just purchased a book and 4 hours later it still hasn't loaded,Reliability Class
2030,it randomly shuts down while trying to download,Reliability Class
2031,it has a few bugs but still works great,Reliability Class
2032,it won't let me buy a book and it is frozen on its download and won't even let me download it again,Reliability Class
2033,"however, i can't read when ibooks is continually glitching and shutting down for no reason",Reliability Class
2034,"for some reason, no matter how many updates, ibooks always fails to work properly",Reliability Class
2035,i love to read but the joy is being taken out of it when i'm always frustrated trying to get it to work,Reliability Class
2036,"i love ibooks, but for the first time, ibooks stole my money",Reliability Class
2037,so i spent $399 on nothing,Reliability Class
2038,"listen up bubs, you'd best [exletive] interface this [exletive] app like the [exletive] app store because i will rage if this thing doesn't load properly",Reliability Class
2039,takes ages to search any book,Reliability Class
2040,many small bugs in it,Reliability Class
2041,"it takes forever to load and once it does, the page doesn't scroll when you want it to",Reliability Class
2042,not to mention it always crashing while i'm reading,Reliability Class
2043,"disappointing and frustrating, i've tried troubleshooting and it just doesn't work",Reliability Class
2044,my only complaint is the dictionary never works,Reliability Class
2045,"bought with money 7 books, not one downloaded for three days",Reliability Class
2046,the app crashes any time i click a title in the store,Reliability Class
2047,"what is the point of having the app if you can't download things to read, or even preview anything",Reliability Class
2048,i can't read the first sentence on the pages,Reliability Class
2049,i use this app all the time and now it wont even open,Reliability Class
2050,i have books that i cant read with any other reader and now i cant even get to them,Reliability Class
2051,double loads books,Reliability Class
2052,refuses to deletesome books,Reliability Class
2053,"i kept about 3gb of reference books on me, but ibooks keeps deleting them along with all my categories",Reliability Class
2054,then after three or four tries downloading the book it can't be found in the app,Reliability Class
2055,i have to open and close the app numerous times to find the book on my ipad,Reliability Class
2056,then when i finally find the book it freezes constantly and then flips through numerous pages,Reliability Class
2057,also no matter how many pages you read the first time you close the book it goes back to page one,Reliability Class
2058,cannot open up app at all,Reliability Class
2059,terrible cheap scan quality lo-res bitmap charts and illustrations,Reliability Class
2060,"all my highlights are clipped to two lines, so i can’t review anything",Reliability Class
2061,"now, it takes forever to completely load",Reliability Class
2062,books sometimes freeze when loading and while reading,Reliability Class
2063,"tap on them in purchased books, they show as loading, but they never load",Reliability Class
2064,"i have to load them onto another device, then delete them from all devices to attempt to load them onto my ipad for a second time",Reliability Class
2065,really upset cause now i can't read anything i've paid for needs to fixed asap,Reliability Class
2066,bookmarks no longer work,Reliability Class
2067,skips two sizes when pressed once,Reliability Class
2068,the app closes itself about 5 seconds after opening every single time,Reliability Class
2069,lost or erased all my pdf files,Reliability Class
2070,"doesn't work, at all",Reliability Class
2071,books aren't downloading and formatting is way off,Reliability Class
2072,why when i open my library to read does it prompt me to log in to itunes store,Reliability Class
2073,where is my document,Reliability Class
2074,i cannot redownload dictionaries,Reliability Class
2075,it keeps freezing while i read,Reliability Class
2076,currently impossible to view my purchased items,Reliability Class
2077,really bad application i had proof of my car insurance has a pdf and it disappeared with any trace,Reliability Class
2078,lost all my epub library,Reliability Class
2079,the store doesn't work,Reliability Class
2080,the app is only showing me my library it will not let me go shop at the store  i'm highly upset,Reliability Class
2081,it doesn't download,Reliability Class
2082,its broken,Reliability Class
2083,it's broke,Reliability Class
2084,it crashes,Reliability Class
2085,huge mistake here,Reliability Class
2086,buggy and maddening,Reliability Class
2087,big mistake,Reliability Class
2088,don't download,Reliability Class
2089,nothing works,Reliability Class
2090,crashes,Reliability Class
2091,double downloads,Reliability Class
2092,it doesn't download,Reliability Class
2093,don't download,Reliability Class
2094,"it makes my phone run slower and it freezes and shuts off while i'm reading a book, and won't let me on other books",Reliability Class
2095,i don't agree with it shutting down or crashing it works fine the only problem is if you don't have wifi and u go to the store it freezes it on that screen but it does go away ;),Reliability Class
2096,there are several functions screwed up,Reliability Class
2097,"sometimes store not connected or server not available, get this,often",Reliability Class
2098,it is bugging out on key features that make it useless,Reliability Class
2099,it keeps downloading multiple copies of my books,Reliability Class
2100,"frequently crashes, ",Reliability Class
2101,books don't download when i buy,Reliability Class
2102,i used to look ibooks,Reliability Class
2103,"utterly terrible actually, crashes all the time, ",Reliability Class
2104,hangs often,Reliability Class
2105,it is just make whatsapp interface ugly,Usability Class
2106,we can have together group chat in whats app it is also exraa odinary,Usability Class
2107,while talk on video u can not to other work,Usability Class
2108,while video chat u can not open other app if u open then video chat will be paused,Usability Class
2109,chating during night cause a lot of eye irritation,Usability Class
2110,"overall pretty good, however i dont like the fact that i have to save media files on to my phone to view them or use web whatsapp",Usability Class
2111,but if u guys would add football team logos or players emojis for football lovers than it'll be simply amazing,Usability Class
2112,most ugliest interface ever with most ugliest emoticons ever,Usability Class
2113,but it's not perfectly works like video call that's y l will give only,Usability Class
2114,while we are in offline also its ringing and in we are in other normal call also whats app call is coming not able to answer both the calls,Usability Class
2115,didn't liked the changed look of emojis,Usability Class
2116,it's all great execpt that we kinda get bored with the green colour,Usability Class
2117,change the ui like instagram or make it customizable,Usability Class
2118,i really dont like when we sent music files and it pops up a message and says some files have exeed  mb so could not be sent,Usability Class
2119,and other than that the video call clarity is not that good like other app so even this issue should be taken care of and other than that this app is exellent for chatting,Usability Class
2120,even what's made forward option more easier to use it,Usability Class
2121,"whatever we send,it will be compressed nd sent to the other person",Usability Class
2122,just wanted the feature of sending high resolution images too,Usability Class
2123,whatsapp has the feature to see who has viewed your message but heres the problem; we have to first highlight it then tap at the top of the screen and then in another window it shows who has viewed your message,Usability Class
2124,my whatsapp is working fine on my lg g  but the volume of the mic is very low in this application in specific,Usability Class
2125,i need tap on whatsapp apps to get the notification,Usability Class
2126,so for these changes i have to scroll down to bottom and select the default status,Usability Class
2127,i know you can send gifs but they convert to videos and giphy isn't built in like it is with texra and many other apps,Usability Class
2128,now i give a five star for adding what i've always wanted with style,Usability Class
2129,i would give it   stars if u could be able to let us have a bigger profile pic and make the noise a little more clearer in the calls other wise pretty great so please make a update thank u,Usability Class
2130,hope this apps will come our with animation emojis like line apps so it will be much more cool and awsome,Usability Class
2131,can the family emojis be improved to include people of colour,Usability Class
2132,"the latest update means that we have to hold down the record button to record a video, whereas before we just had to press it",Usability Class
2133,"sign language uses both hands, using one hand to hold the button down makes signing very difficult to produce and to understand",Usability Class
2134,the voice quality is horrific,Usability Class
2135,it'll be crazy fun to see animated and much more exressive emojis like shrug,Usability Class
2136,"for instance if i want to change my profile pic with hd pic or any other pic, it decreases the picture quality after updating your dp",Usability Class
2137,don't like the size of emojis,Usability Class
2138,is very poor cant open foto and videos when u dont have data but uve got monthly watsapp data is better the old vision does even show the colour if the msg is been read or wht i hate this  ,Usability Class
2139,old smileys were better than this,Usability Class
2140,we want old smileys back,Usability Class
2141,new smileys are too bad,Usability Class
2142,but its not clearly show video calling,Usability Class
2143,also please can u let people change the colour of whatsapp to a different one (e.g. right now it's green so can u please change it),Usability Class
2144,the emojis are disgusting and the old ones were so cute,Usability Class
2145,can you make some other emojis like the troll face or meme or something like those,Usability Class
2146,there's defect in apearance of online friends,Usability Class
2147,online friends should have special appearance in an dependant list,Usability Class
2148,now a days groups have thousands of messages so when you are seeing that messages and someone join or left the group it goes directly down to that notification that someone left the group or joined,Usability Class
2149,so you have to scroll thousands of messages to get back where you were,Usability Class
2150,and also so that i don't have to hold the record button for long when creating a voice note,Usability Class
2151,childish stickers and so on,Usability Class
2152,i am truly outraged that there is no potato emoji on whatsapp,Usability Class
2153,why have a pile of smiling crap when theres no potato,Usability Class
2154,there needs to be a potato emoji soon or else,Usability Class
2155,bring back the old status view below the dp,Usability Class
2156,the new emojis and the fact that they become bigger if used alone is an eye sore,Usability Class
2157,during calls also voice is not clear,Usability Class
2158,however the new emoji update is really bringing it down,Usability Class
2159,edit: and why are the emojis bigger what does it add u morons,Usability Class
2160,when we delete all chats from setting then broadcast list also get deleted and we need to creat again and again the new broadcast list,Usability Class
2161,this is exremely irritating as when trying to reply to someone i end up replying to someone else,Usability Class
2162,why does everything has to be on a white screen,Usability Class
2163,"sir, while we sent a photo of mb(megabyte) to other user then the photo size will automatically reduced/decrease to almost kb, after download the photo we will not be get the original size of photo for a result the image quality will converted into low quality",Usability Class
2164,why is sending gifs such a long-winded and confusing operation,Usability Class
2165,i'm not seeing the person i'm chatting with clearly as i would on other apps,Usability Class
2166,too much noice disturbance,Usability Class
2167,video is not clear of other person on call,Usability Class
2168,hat's off to the development team for upgrading the camera features (for non front camera flash mobile this app is a must ),Usability Class
2169,microphone recognition it's very low when i record audio messages,Usability Class
2170,good voice clarity nd video is in hd,Usability Class
2171,"its very easy to send massege to anyone with images , audio with vedio",Usability Class
2172,but the images are compressed way too much,Usability Class
2173,and strengthening the signals for calls,Usability Class
2174,the emojis look weird and different,Usability Class
2175,"they work on updates for basic stuff but the huge update that whatsapp could have, they don't even think of it and is the feature to change the color of the bubble messages and color themes",Usability Class
2176,this green and white is so boring at this era,Usability Class
2177,whenever m busy doing something important the whatsaap gives a pop up with the message arrived but it takes me out of the other things which are more important than whatsaap messages,Usability Class
2178,make it easier to remove yourself from groups,Usability Class
2179,simple ui with tons of features,Usability Class
2180,please put the status back to its prior place under one's dp before shared media,Usability Class
2181,have to scroll down to see another person's status,Usability Class
2182,when i upload my  -  mb full hdr picture as dp， after put on dp it was just remain    kb and having very bad quality,Usability Class
2183,like its the easiest app to use and its very clear and super fast to learn about,Usability Class
2184,"you have to close the app down, then go back on to it, call qualities are bad most of the time and etc",Usability Class
2185,most ugliest interface ever with most ugliest emoticons ever,Usability Class
2186,because children used and seen bad think and send bad video;photo,Usability Class
2187,whatsapp calling doesn't have material design,Usability Class
2188,app design should be changed,Usability Class
2189,more emoticons like in line or telegram would be great,Usability Class
2190,but missing theme develop theme for more fun,Usability Class
2191,improve pics sending quality,Usability Class
2192,can the family emojis be improved to include people of colour,Usability Class
2193,give some different colour to whatapps icon,Usability Class
2194,still nees to improve calling,Usability Class
2195,plzz add some imo like fb messenger,Usability Class
2196,put in funny emojis,Usability Class
2197,like ninja emoticons,Usability Class
2198,but please add stickers to it like other messengers,Usability Class
2199,pictures are blurry,Usability Class
2200,please stop requirement of upgrading it every second day,Usability Class
2201,but it would be better if you allow more healthy number of characters for status update,Usability Class
2202,when doing voice or video calls it just can't connect easily like imo voice and video calls,Usability Class
2203,update app fast easly using message chating free call also is there this app you can try,Usability Class
2204,their is no emoji of nepal flag,Usability Class
2205,add beautiful emojis,Usability Class
2206,i don't want to be in a group but that group admin adds me again if i exit,Usability Class
2207,now its time to upgrade whatsapp give new logo design and   and  also,Usability Class
2208,funny big stickers coz more app have this facility,Usability Class
2209,the voice calls and video calles aren't so clear ,Usability Class
2210,reduce image quality,Usability Class
2211,when i went through the different emojis i saw middle finger then i was thinking why would the creator of whatsapp put a middle finger in the emojis like that's wrong who puts bad nonsense in an app,Usability Class
2212,give an option to edit photos while sending from gallery and need more emojis this app has jsut basic emojis when compared to hangouts thought its implementation was fail but whats app need to make things available,Usability Class
2213,i can't stand that i have to go to ibooks to download files online  if i leave while it's downloading it won't work,Usability Class
2214,apple let people who prefer the look and feel of reading a book have the classic look back,Usability Class
2215,"the current look is ugly, cold, sterile, but most of all just not fun to read",Usability Class
2216,"return the old, not ordinary book design, please",Usability Class
2217,the design we have now is too plain,Usability Class
2218,"i mean its a book app, so it must look like book",Usability Class
2219,"the app is lame, with it's generic look",Usability Class
2220,i have to flip through chapters to start the book,Usability Class
2221,"i listening during my commute, so when i have to manually forward to the nex chapter, it becomes more trouble than it's worth",Usability Class
2222,love this new design,Usability Class
2223,i just wanted the spock's vulcan salute emoji icon and,Usability Class
2224,hate the new look,Usability Class
2225,bring back the bookshelf,Usability Class
2226,"the bookshelf felt cozy, as though you were actually pulling a book off the shelf",Usability Class
2227,terrible design after last update,Usability Class
2228,note to designers: dark room,Usability Class
2229,going back to the library is very jarring with its bright white background,Usability Class
2230,update and now this beautiful new design (boring,Usability Class
2231,"another thing, if you could add the arabic books to your library that would be good",Usability Class
2232,"even if there is another version released called ibooks classic with the wooden bookshelf ui , we will be thankful",Usability Class
2233,it's completely white and sterile and not the cozy wooden bookshelf it used to be,Usability Class
2234,i have loved the look of the original design with the wood and have avoided updated for the new design for over a year because of its cold look and lack of realism,Usability Class
2235,i am actually crying over the look,Usability Class
2236,the wood shelves were classy,Usability Class
2237,on the nex upgrade can you include a variety of bookshelf colors,Usability Class
2238,the pale gray is unattractive and hard on my eyes,Usability Class
2239,any wood stain color would suffice,Usability Class
2240,a bookshelf like that in real life and a whole room/personal library like that look has been my dream of the life,Usability Class
2241,the new updated look is a total crap,Usability Class
2242,please provide those old look at least as themes guys,Usability Class
2243,i miss the nice bookshelves of the old design – the white bars with gradients don't match up in terms of quality,Usability Class
2244,"even if you're not a fan of skeuomorphism, there's got to be something better than this flat design with gradients",Usability Class
2245,bring back the previous version's aesthetics along with new functionality,Usability Class
2246,new functionality doesn't mean you have to sacrifice aesthetics or visual design,Usability Class
2247,"this is the best app for reading books, but adding more fonts would make it even better",Usability Class
2248,"also, can you please bring the old design back",Usability Class
2249,my eyes hurt from the white bookshelf,Usability Class
2250,can't believe they ditched the wooden shelf,Usability Class
2251,trying to read a book and the book stuff is act weird,Usability Class
2252,"opening the app, i see that the recent releases section is now gone, replaced with popular sci-fi or fantasy",Usability Class
2253,"i personally think the back is okay, if a little dull",Usability Class
2254,"normally i don't write reviews, but the new ibooks  is so ugly",Usability Class
2255,"too white, too boring",Usability Class
2256,saw all that gorgeous and good looking share sheets and airdrop,Usability Class
2257,"i like the new icon, but the app itself is so white and boring",Usability Class
2258,you should at least make it orange as the icon,Usability Class
2259,"the old look was a stranger in ios7, but still better looking and way more awesome",Usability Class
2260,"i agree with many other reviewers -- the loss of the bookshelf look, the boring and ugly flat design plus the stark white background and inability to scale the type make it exremely difficult to read anything on this app",Usability Class
2261,"ugly, i was looking forward to something new and sleek",Usability Class
2262,hate the stark white boring look of the library,Usability Class
2263,the kindle is a great app with an amazing book shelf and collection,Usability Class
2264,ios7 y u no have color,Usability Class
2265,"while i am all for a slick new look, the visual 'upgrades' to the new version seem like a regression",Usability Class
2266,"to start, the library went from an aesthetically pleasing and functional bookshelf look to something that is now a bland and stark list view",Usability Class
2267,i hate the new look,Usability Class
2268,"need to put the old classic design back, it made you feel like you were reading a real book",Usability Class
2269,the highlighter now looks horrible it looked real and better before the update,Usability Class
2270,the awesome real shelf design is gone and all of these features need to come back or i will stop using this app,Usability Class
2271,miss the bookshelf,Usability Class
2272,even the highlighter is disappointing now; before it looked handwritten and now the perfect edges take away from that,Usability Class
2273,down like the darker highlighter colors either,Usability Class
2274,1- no more bookshelf look now it's stark white and boring,Usability Class
2275,i don't like the color orange it's ugly,Usability Class
2276,"this inside is great love that the bookshelf look is gone, but change the app color",Usability Class
2277,who is the idiot responsible for ios 7's  art work,Usability Class
2278,"did steve jobs say,  after i die, make ios as butt-phuck ugly as possible",Usability Class
2279,"now they look exctly the same, and opening the file i want is a crapshoot",Usability Class
2280,"this is not as important to me, but i also miss the nostalgic bookshelf look",Usability Class
2281,why you gd to change the book shelf look,Usability Class
2282,i give the new look 0 stars,Usability Class
2283,"where's the wood, the color, the search",Usability Class
2284,just spent an hour studying and highlighting an article for a presentation and one accidental tap at the end highlighted the whole article,Usability Class
2285,now i had to delete the entire highlight note and i am back to zero,Usability Class
2286,"the design is bad, too",Usability Class
2287,"i loved how the book used to look like a book, and the shelf a shelf",Usability Class
2288,"at the very least, the  old  aesthetic should be a skin option for the large number of us who prefer it",Usability Class
2289,the bookshelf and look of pages had a nice feel to it and made reading more enjoyable,Usability Class
2290,then they went and got rid of that design and replaced it with white,Usability Class
2291,the bookshelf made it easier to find the books because it was a much easier platform to view,Usability Class
2292,"i mean, we can still find books with the ios7 look, but it is more frustrating without the bookshelf",Usability Class
2293,"if we can all get over the aesthetically annoying new layout, then i guess it's great",Usability Class
2294,please change the layout back,Usability Class
2295,any originality has been destroyed by bland ugly ios 7,Usability Class
2296,"loss of the bookshelf is lame, now it's like any other competitors style",Usability Class
2297,really likes the shelf look,Usability Class
2298,i want my bookshelf back,Usability Class
2299,"like so many reviews, the background is boring",Usability Class
2300,i do love the app icon though,Usability Class
2301,don't like the white backgroung,Usability Class
2302,please return the bookshelf,Usability Class
2303,or at least make the pages look like a book like the prior version of the ibooks application,Usability Class
2304,this version is not beautiful as promised in the upgrade description,Usability Class
2305,this new version of ibooks looks and feels like you're reading words on a whiteboard and not reading from a book,Usability Class
2306,the fonts are limited and the overall look and actual navigation through the application is awful,Usability Class
2307,but the new look is not very attractive to me i loved the bookshelf look,Usability Class
2308,love the new modern look,Usability Class
2309,"finally,vibrant colors and underline is noticeable",Usability Class
2310,the gorgeous apple esthetic that seduced me away from my kindle has been replaced by one that gives me an eye ache,Usability Class
2311,"and if they don't do something about how monstrously ugly ios 7 is, no way will my next tablet be an ipad",Usability Class
2312,who ever thought that it would devolve into to something with such appalling color schemes and complete lack of eye appeal,Usability Class
2313,not the new design,Usability Class
2314,"i read my books there every time, i loved the book shelves they were oh so neat and clean",Usability Class
2315,could care less how it looks,Usability Class
2316,"if the head of product for ibooks actually used ibooks for reading, he or she would quickly see that having the screen auto-rotate by surprise completely ruins the reading exerience -- particularly when reading in bed",Usability Class
2317,"sure, you can do this at the os level in ios7, but that means that you have to configure this setting every time you want to read a book and reconfigure it again every time you close ibooks",Usability Class
2318,"this is bad product design, entirely unworthy of a product from apple",Usability Class
2319,so you replace a nice traditional looking bookcase with a antiseptic looking white background that burns the retinas to a crisp,Usability Class
2320,"i hate this new design , its looks ugly",Usability Class
2321,i love using this app for my reading but i do miss the old book shelf design,Usability Class
2322,"but for me the design doesn't matter as much, just as long as i can read my books, i'm good",Usability Class
2323,"this is too blinding and the book theme is gone from ipad, wasn't this theme in one of their commercials at one point",Usability Class
2324,"now what, let's advertise how much we can hurt your eyes and make this look like a white typed up sheet of paper, how boring",Usability Class
2325,please go back to the old format,Usability Class
2326,why is the what's new and pre-order sections missing in the sci-fi/fantasy section,Usability Class
2327,love the new streamlined clean look,Usability Class
2328,the hit space for the library button is too small,Usability Class
2329,all you did was literally add a white background and strip basic aesthetic appeal away,Usability Class
2330,every app looks the same now thanks to this bullsh*t ios 7 design,Usability Class
2331,i found reading more enjoyable with the border and binding showing,Usability Class
2332,the redesign isn't bad enough to earn it only one star,Usability Class
2333,i finally decided to stick with ibooks over kindle because of the continuous scrolling,Usability Class
2334,"i was hoping the ios 7 release would make it better, but instead it got a cleaner look with no performance upgrade at all",Usability Class
2335,"i actually like the new look, i just want it to work in real time on an iphone 4",Usability Class
2336,also don't like the new look,Usability Class
2337,i likes the bookshelf look,Usability Class
2338,oh i hate the new look,Usability Class
2339,"it looks nothing like a library, don't know why they say it dose",Usability Class
2340, :( it just looks like a white page to me,Usability Class
2341,i don't care what new features they have added since it's as ugly as it is now,Usability Class
2342,just too blank for my taste,Usability Class
2343,"the new ios design forced me to put on my glasses because i no longer could view it properly, and now this even more bright background",Usability Class
2344,"also, the title of the book is too large at the top",Usability Class
2345,the white is glaringly annoying and un-bookstore-like,Usability Class
2346,i absolutely hate the white sterile look,Usability Class
2347, that wooden shelf was ugly,Usability Class
2348,absolutely hate the new ibooks look,Usability Class
2349,i'm giving this a 5 star rating because i think it's ridiculous that it's getting low ratings for it's appearance,Usability Class
2350,the new design is awful,Usability Class
2351,just adding white rectangles does not make it beautiful,Usability Class
2352,but now really ugly,Usability Class
2353,then all the work i did has to be put in the trash,Usability Class
2354,as other reviewers stated the look has been changed and is boring,Usability Class
2355,would like to see different colors for highlighting,Usability Class
2356,there are only 5 colors and four of them are too dark bright,Usability Class
2357,"the layout is simply horrendous and i'd sincerely like the wooden bookcase design back, it's a classic",Usability Class
2358,"it's not fair that you have a series of books that you love and have purchased in the past, yet you have to pay again just to read it in ibooks",Usability Class
2359,"i liked the old design a bit better, but change is usually for the better",Usability Class
2360,"the new look is ok, but the old look of a wooden bookshelf was so much nicer",Usability Class
2361,i don't like the new look and have downgraded to version 3,Usability Class
2362,and why does an e-book need one inch margins,Usability Class
2363,make use of the screen space on the ipad please,Usability Class
2364,"new version presents me with a blank white and grey page, none of my previous documents, which i put in there so i would have them are there",Usability Class
2365,if they are hidden in there somewhere i cannot find them with the usual tapping and swiping gestures,Usability Class
2366,i like that it still had the feel of a traditional bookshelf and of actual page turning and so forth,Usability Class
2367,so anything that still has the cozy feel of a library and books surrounding us really does make a difference,Usability Class
2368,i feel like apple has simply lost its creativity in rolling out the new designs for the latest ios update,Usability Class
2369,humble yourselves and be willing to make a change to at least turn the ibooks app back to its old design,Usability Class
2370,"for all those who are crying about the new design, please note that this is the flat style design principle introduced by microsoft which focuses more on content rather than on the chrome",Usability Class
2371,you appreciate it more after using it for a while and take a look back at the old ui,Usability Class
2372,i used to love ibooks because of the realistic design,Usability Class
2373,the realism made me feel like i was reading an actual book,Usability Class
2374,the previous design was so beautiful and just felt a lot better,Usability Class
2375,the new design is just boring and terrible,Usability Class
2376,i still miss the wooden bookshelf,Usability Class
2377,can you make more underline styles,Usability Class
2378,"just plain red isn't enough, can we have a few more colors, a double underline, a wavy one, and a strike through",Usability Class
2379,a few more highlight colors would be nice too,Usability Class
2380,some other language dictionaries would be fabulous,Usability Class
2381,"you can't search properly, oh and thanks so much, i really need to sort by best sellers",Usability Class
2382,i do this a lot because the dictionary is only available in like 4 languages,Usability Class
2383,"if i do adopt ios 8 again, i still won't suffer this ugly ibooks",Usability Class
2384,now it's white &amp lifeless,Usability Class
2385,"the app used to be beautiful, the way the pages looked like pages, the shelf, all of it",Usability Class
2386,i display my books in list and the font for the authors' names is so gray and small that it is unreadable,Usability Class
2387,please change back to the more vibrant colors for highlighting,Usability Class
2388,the colors are dull now,Usability Class
2389,please put back on the right hand side of the page,Usability Class
2390,"i may send a product catalog and a quote, but have to do 2 separate emails currently",Usability Class
2391,all this white takes away from the user exerience,Usability Class
2392,"the minimalist design could be nice, yet it just comes off cheap and hard to look at",Usability Class
2393,however the most disheartening is the look,Usability Class
2394,"i hate the that the wooden bookcase look is gone  which is the reason i was drawn to the app,  this look",Usability Class
2395,"please put it back , it felt like i was in my own private library picking out a book to curl up and read",Usability Class
2396,make the app so we can use moré colors to highlite and to change the background of the things,Usability Class
2397,i absolutely loved the bookshelf design and how it made your books look like actual books when you were reading them,Usability Class
2398,i don't know if you're trying to look cool with this new design or what but we hate this new look and we all loved the bookshelf look,Usability Class
2399,please bring back the old design or i will delete this app and find a new book program,Usability Class
2400,"if there was a rating lower than 1 star i would've given this app that rating, but had you kept that old design i would've given you a full 5 stars",Usability Class
2401,he types in his password and then it asks for security questions,Usability Class
2402,i can not download books because my grandfather doesnt remember his  favorite teacher  and his  least favorite teacher  he claims he never even answered those questions,Usability Class
2403,please remove the huge side margins,Usability Class
2404,"i love ibooks but, since apple got rid of the pastel colors for highlighting i can only use maybe two of the colors and still have it be legible",Usability Class
2405,they are too small to read unless opened,Usability Class
2406,"can't find a book unless i know exctly what book i'm looking for, usually by going to look it up on amazon or google",Usability Class
2407,i would like a couple of new colors for highlighting,Usability Class
2408,"really annoying because when i reopen, i need to figure out where i was last reading",Usability Class
2409,please make the pageview bigger by getting rid of border space,Usability Class
2410,my ipad has already wide bezels,Usability Class
2411,"i got this app, and the tex is way too small",Usability Class
